"","CONTACT","SURVEY","locationID","deploymentID","LONGITUDE","LATITUDE","start","end","CT_MODEL","HEIGHT","DELAY","SENSITIVITY","LURE","LANDSCAPE_FEATURE","DP_COMMENTS","TIME_ZONE","DP_DURATION","BIOME","BIOME_NAME","eco_code","ct_brands","ct_brand_loc","ct_delay_loc","ct_sensitivity_loc","height_loc","lure_loc","landscape_feature_loc","PC1","PC2"
"4853","Elildo Carvalho","TDM_06_2023","TDM2-48","TDM_06_2023_TDM2-48",-53.758007,-4.450918,2023-06-23,2023-08-08 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,46,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4854","Elildo Carvalho","TDM_08_2019","TDM2-48","TDM_08_2019_TDM2-48",-53.758007,-4.450918,2019-09-06,2019-11-14 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,69,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4855","Elildo Carvalho","TDM_08_2019","TDM2-49","TDM_08_2019_TDM2-49",-53.746037,-4.452033,2019-09-07,2019-11-14 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,68,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4856","Elildo Carvalho","TDM_06_2022","TDM2-5","TDM_06_2022_TDM2-5",-53.644964,-4.501429,2022-06-17,2022-09-05 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,80,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4857","Elildo Carvalho","TDM_06_2023","TDM2-5","TDM_06_2023_TDM2-5",-53.644964,-4.501429,2023-06-19,2023-08-07 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,49,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4858","Elildo Carvalho","TDM_08_2019","TDM2-5","TDM_08_2019_TDM2-5",-53.644964,-4.501429,2019-09-09,2019-11-17 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,69,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4859","Elildo Carvalho","TDM_08_2019","TDM2-50","TDM_08_2019_TDM2-50",-53.733656,-4.451408,2019-09-08,2019-11-14 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,67,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4860","Elildo Carvalho","TDM_08_2019","TDM2-51","TDM_08_2019_TDM2-51",-53.721165,-4.452248,2019-09-09,2019-11-15 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,67,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4861","Elildo Carvalho","TDM_08_2019","TDM2-52","TDM_08_2019_TDM2-52",-53.708607,-4.451292,2019-09-09,2019-10-03 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,24,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4862","Elildo Carvalho","TDM_08_2019","TDM2-53","TDM_08_2019_TDM2-53",-53.695616,-4.451582,2019-09-09,2019-11-15 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,67,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4863","Elildo Carvalho","TDM_08_2019","TDM2-54","TDM_08_2019_TDM2-54",-53.683493,-4.450955,2019-09-09,2019-11-15 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,67,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4864","Elildo Carvalho","TDM_08_2019","TDM2-55","TDM_08_2019_TDM2-55",-53.670221,-4.450933,2019-09-12,2019-11-15 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,64,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4865","Elildo Carvalho","TDM_06_2022","TDM2-56","TDM_06_2022_TDM2-56",-53.796305,-4.438802,2022-06-19,2022-08-16 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,58,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4866","Elildo Carvalho","TDM_06_2023","TDM2-56","TDM_06_2023_TDM2-56",-53.796305,-4.438802,2023-06-30,2023-08-09 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,40,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4867","Elildo Carvalho","TDM_08_2019","TDM2-56","TDM_08_2019_TDM2-56",-53.796305,-4.438802,2019-09-06,2019-09-07 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,1,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4868","Elildo Carvalho","TDM_06_2022","TDM2-57","TDM_06_2022_TDM2-57",-53.78337,-4.439627,2022-06-21,2022-08-28 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,68,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4869","Elildo Carvalho","TDM_06_2023","TDM2-57","TDM_06_2023_TDM2-57",-53.78337,-4.439627,2023-06-23,2023-08-09 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,47,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4870","Elildo Carvalho","TDM_08_2019","TDM2-57","TDM_08_2019_TDM2-57",-53.78337,-4.439627,2019-09-06,2019-11-11 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,66,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4871","Elildo Carvalho","TDM_08_2019","TDM2-58","TDM_08_2019_TDM2-58",-53.77075,-4.438695,2019-09-07,2019-11-14 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,68,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4872","Elildo Carvalho","TDM_06_2022","TDM2-6","TDM_06_2022_TDM2-6",-53.632373,-4.501353,2022-06-17,2022-09-09 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,84,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4873","Elildo Carvalho","TDM_06_2023","TDM2-6","TDM_06_2023_TDM2-6",-53.632373,-4.501353,2023-06-19,2023-08-07 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,49,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4874","Elildo Carvalho","TDM_08_2019","TDM2-6","TDM_08_2019_TDM2-6",-53.632373,-4.501353,2019-09-09,2019-11-17 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,69,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4875","Elildo Carvalho","TDM_08_2019","TDM2-60","TDM_08_2019_TDM2-60",-53.7466421,-4.439118,2019-09-08,2019-11-14 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,67,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4876","Elildo Carvalho","TDM_06_2022","TDM2-61","TDM_06_2022_TDM2-61",-53.833963,-4.501269,2022-06-19,2022-09-01 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,74,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4877","Elildo Carvalho","TDM_06_2023","TDM2-61","TDM_06_2023_TDM2-61",-53.833963,-4.501269,2023-06-22,2023-08-10 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,49,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4878","Elildo Carvalho","TDM_06_2022","TDM2-62","TDM_06_2022_TDM2-62",-53.8216,-4.501433,2022-06-19,2022-08-29 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,71,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4879","Elildo Carvalho","TDM_06_2023","TDM2-62","TDM_06_2023_TDM2-62",-53.8216,-4.501433,2023-06-22,2023-08-10 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,49,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4880","Elildo Carvalho","TDM_06_2022","TDM2-63","TDM_06_2022_TDM2-63",-53.80948,-4.50133,2022-06-19,2022-09-01 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,74,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4881","Elildo Carvalho","TDM_06_2023","TDM2-63","TDM_06_2023_TDM2-63",-53.80948,-4.50133,2023-06-22,2023-08-10 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,49,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4882","Elildo Carvalho","TDM_06_2022","TDM2-65","TDM_06_2022_TDM2-65",-53.708,-4.50129,2022-06-16,2022-09-08 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,84,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4883","Elildo Carvalho","TDM_06_2023","TDM2-65","TDM_06_2023_TDM2-65",-53.708,-4.50129,2023-06-21,2023-08-08 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,48,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4884","Elildo Carvalho","TDM_06_2022","TDM2-66","TDM_06_2022_TDM2-66",-53.69485,-4.50123,2022-06-20,2022-09-07 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,79,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4885","Elildo Carvalho","TDM_06_2023","TDM2-66","TDM_06_2023_TDM2-66",-53.69485,-4.50123,2023-06-30,2023-08-07 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,38,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4886","Elildo Carvalho","TDM_06_2022","TDM2-67","TDM_06_2022_TDM2-67",-53.68279,-4.5006,2022-06-20,2022-09-09 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,81,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4887","Elildo Carvalho","TDM_06_2023","TDM2-67","TDM_06_2023_TDM2-67",-53.68279,-4.5006,2023-06-21,2023-08-05 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,45,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4888","Elildo Carvalho","TDM_06_2022","TDM2-7","TDM_06_2022_TDM2-7",-53.620089,-4.501136,2022-06-17,2022-07-09 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,22,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4889","Elildo Carvalho","TDM_06_2023","TDM2-7","TDM_06_2023_TDM2-7",-53.620089,-4.501136,2023-06-19,2023-08-07 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,49,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4890","Elildo Carvalho","TDM_08_2019","TDM2-7","TDM_08_2019_TDM2-7",-53.620089,-4.501136,2019-09-09,2019-10-14 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,35,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4891","Elildo Carvalho","TDM_06_2022","TDM2-73","TDM_06_2022_TDM2-73",-53.759216,-4.48763,2022-06-14,2022-08-27 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,74,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4892","Elildo Carvalho","TDM_06_2023","TDM2-73","TDM_06_2023_TDM2-73",-53.759216,-4.48763,2023-06-23,2023-08-08 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,46,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4893","Elildo Carvalho","TDM_06_2022","TDM2-74","TDM_06_2022_TDM2-74",-53.74566,-4.48896,2022-06-16,2022-08-28 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,73,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4894","Elildo Carvalho","TDM_06_2023","TDM2-74","TDM_06_2023_TDM2-74",-53.74566,-4.48896,2023-06-24,2023-08-08 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,45,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4895","Elildo Carvalho","TDM_06_2022","TDM2-77","TDM_06_2022_TDM2-77",-53.70795,-4.48912,2022-06-16,2022-09-08 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,84,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4896","Elildo Carvalho","TDM_06_2023","TDM2-77","TDM_06_2023_TDM2-77",-53.70795,-4.48912,2023-06-21,2023-08-08 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,48,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4897","Elildo Carvalho","TDM_06_2022","TDM2-78","TDM_06_2022_TDM2-78",-53.69487,-4.48896,2022-06-20,2022-09-06 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,78,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4898","Elildo Carvalho","TDM_06_2023","TDM2-78","TDM_06_2023_TDM2-78",-53.69487,-4.48896,2023-06-30,2023-08-07 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,38,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4899","Elildo Carvalho","TDM_08_2019","TDM2-78","TDM_08_2019_TDM2-78",-53.69487,-4.48896,2019-09-09,2019-11-15 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,67,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4900","Elildo Carvalho","TDM_06_2022","TDM2-79","TDM_06_2022_TDM2-79",-53.68311,-4.48853,2022-06-20,2022-09-09 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,81,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4901","Elildo Carvalho","TDM_06_2023","TDM2-79","TDM_06_2023_TDM2-79",-53.68311,-4.48853,2023-06-21,2023-08-05 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,45,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4902","Elildo Carvalho","TDM_08_2019","TDM2-79","TDM_08_2019_TDM2-79",-53.68311,-4.48853,2019-09-09,2019-10-07 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,28,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4903","Elildo Carvalho","TDM_06_2022","TDM2-8","TDM_06_2022_TDM2-8",-53.606983,-4.501273,2022-06-17,2022-09-09 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,84,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4904","Elildo Carvalho","TDM_06_2023","TDM2-8","TDM_06_2023_TDM2-8",-53.606983,-4.501273,2023-06-19,2023-08-07 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,49,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4905","Elildo Carvalho","TDM_08_2019","TDM2-8","TDM_08_2019_TDM2-8",-53.606983,-4.501273,2019-09-12,2019-11-13 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,62,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4906","Elildo Carvalho","TDM_08_2019","TDM2-88","TDM_08_2019_TDM2-88",-53.771639,-4.426047,2019-09-07,2019-11-13 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,67,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4907","Elildo Carvalho","TDM_06_2023","TDM2-9","TDM_06_2023_TDM2-9",-53.834182,-4.489518,2023-06-22,2023-08-10 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,49,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4908","Elildo Carvalho","TDM_08_2019","TDM2-9","TDM_08_2019_TDM2-9",-53.834182,-4.489518,2019-09-06,2019-09-07 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,1,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4909","Elildo Carvalho","TDM_06_2022","TDM2-91","TDM_06_2022_TDM2-91",-53.68245,-4.51389,2022-06-12,2022-09-06 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,86,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4910","Elildo Carvalho","TDM_06_2023","TDM2-91","TDM_06_2023_TDM2-91",-53.68245,-4.51389,2023-06-19,2023-08-07 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,49,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4911","Elildo Carvalho","TDM_06_2022","TDM2-92","TDM_06_2022_TDM2-92",-53.66868,-4.51418,2022-06-12,2022-09-06 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,86,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4912","Elildo Carvalho","TDM_06_2023","TDM2-92","TDM_06_2023_TDM2-92",-53.66868,-4.51418,2023-06-19,2023-08-07 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,49,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4913","Elildo Carvalho","TDM_06_2022","TDM2-93","TDM_06_2022_TDM2-93",-53.65746,-4.51385,2022-06-12,2022-09-06 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,86,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4914","Elildo Carvalho","TDM_06_2023","TDM2-93","TDM_06_2023_TDM2-93",-53.65746,-4.51385,2023-06-19,2023-08-07 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,49,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4915","Elildo Carvalho","TDM_06_2022","TDM2-94","TDM_06_2022_TDM2-94",-53.64517,-4.51408,2022-06-12,2022-09-02 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,82,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4916","Elildo Carvalho","TDM_06_2023","TDM2-94","TDM_06_2023_TDM2-94",-53.64517,-4.51408,2023-06-19,2023-08-07 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,49,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4917","Elildo Carvalho","TDM_06_2022","TDM2-95","TDM_06_2022_TDM2-95",-53.68297,-4.52629,2022-06-15,2022-09-04 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,81,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4918","Elildo Carvalho","TDM_06_2023","TDM2-95","TDM_06_2023_TDM2-95",-53.68297,-4.52629,2023-06-20,2023-08-06 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,47,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4919","Elildo Carvalho","TDM_06_2022","TDM2-96","TDM_06_2022_TDM2-96",-53.66935,-4.52619,2022-06-15,2022-09-04 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,81,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4920","Elildo Carvalho","TDM_06_2023","TDM2-96","TDM_06_2023_TDM2-96",-53.66935,-4.52619,2023-06-20,2023-08-06 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,47,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4921","Elildo Carvalho","TDM_06_2022","TDM2-97","TDM_06_2022_TDM2-97",-53.65789,-4.52633,2022-06-15,2022-09-04 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,81,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4922","Elildo Carvalho","TDM_06_2023","TDM2-97","TDM_06_2023_TDM2-97",-53.65789,-4.52633,2023-06-20,2023-08-06 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,47,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4923","Elildo Carvalho","TDM_06_2022","TDM2-98","TDM_06_2022_TDM2-98",-53.64422,-4.5264,2022-06-14,2022-09-04 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,82,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4924","Elildo Carvalho","TDM_06_2023","TDM2-98","TDM_06_2023_TDM2-98",-53.64422,-4.5264,2023-06-20,2023-08-06 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,47,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
"4925","Elildo Carvalho","TDM_06_2022","TDM2-99","TDM_06_2022_TDM2-99",-53.63199,-4.52639,2022-06-14,2022-08-13 23:59:59,"Bushnell Trophy Cam HD",45,0,"normal","no","none",NA,-3,60,1,"Tropical & Subtropical Moist Broadleaf Forests","NT0168","Bushnell","Bushnell",0,"normal",45,"no","none",-0.200665755275822,-0.254982435716724
