"","CONTACT","SURVEY","locationID","deploymentID","LONGITUDE","LATITUDE","start","end","CT_MODEL","HEIGHT","DELAY","SENSITIVITY","LURE","LANDSCAPE_FEATURE","DP_COMMENTS","TIME_ZONE","DP_DURATION","BIOME","BIOME_NAME","eco_code","ct_brands","ct_brand_loc","ct_delay_loc","ct_sensitivity_loc","height_loc","lure_loc","landscape_feature_loc","PC1","PC2"
"1","Andrea Weiler","2L_11_2020","2L_CAM10","2L_11_2020_CAM10",-56.834206,-27.240004,2020-11-13,2021-02-12 23:59:59,"Bushnell Trophy Cam",50,1,"normal","no","trail/road",NA,-3,91,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0708","Bushnell","Bushnell",1,"normal",50,"no","trail/road",0.272752102016584,-1.25585656160504
"2","Andrea Weiler","2L_11_2020","2L_CAM11","2L_11_2020_CAM11",-56.843696,-27.237469,2020-11-13,2020-12-17 23:59:59,"Bushnell Trophy Cam",50,1,"normal","no","trail/road",NA,-3,34,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0708","Bushnell","Bushnell",1,"normal",50,"no","trail/road",0.272752102013596,-1.25585656160578
"3","Andrea Weiler","2L_11_2020","2L_CAM12","2L_11_2020_CAM12",-56.846113,-27.221594,2020-11-13,2021-02-12 23:59:59,"Bushnell Trophy Cam",50,1,"normal","no","trail/road",NA,-3,91,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0708","Bushnell","Bushnell",1,"normal",50,"no","trail/road",0.272752102013575,-1.25585656160583
"4","Andrea Weiler","2L_11_2020","2L_CAM13","2L_11_2020_CAM13",-56.830837,-27.224292,2020-11-13,2020-12-17 23:59:59,"Bushnell Trophy Cam",50,1,"normal","no","trail/road",NA,-3,34,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0708","Bushnell","Bushnell",1,"normal",50,"no","trail/road",0.272752102013307,-1.25585656160585
"5","Andrea Weiler","2L_11_2020","2L_CAM14","2L_11_2020_CAM14",-56.837715,-27.20565,2020-11-13,2021-02-12 23:59:59,"Bushnell Trophy Cam",50,1,"normal","no","trail/road",NA,-3,91,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0708","Bushnell","Bushnell",1,"normal",50,"no","trail/road",0.272752102013489,-1.25585656160603
"6","Andrea Weiler","2L_11_2020","2L_CAM15","2L_11_2020_CAM15",-56.821778,-27.234882,2020-11-13,2020-12-17 23:59:59,"Bushnell Trophy Cam",50,1,"normal","no","trail/road",NA,-3,34,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0708","Bushnell","Bushnell",1,"normal",50,"no","trail/road",0.272752102013646,-1.25585656160637
"7","Andrea Weiler","2L_11_2020","2L_CAM16","2L_11_2020_CAM16",-56.81178,-27.253714,2020-11-13,2021-02-12 23:59:59,"Bushnell Trophy Cam",50,1,"normal","no","trail/road",NA,-3,91,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0708","Bushnell","Bushnell",1,"normal",50,"no","trail/road",0.272752102013531,-1.25585656160611
"8","Andrea Weiler","2L_11_2020","2L_CAM17","2L_11_2020_CAM17",-56.807069,-27.255356,2020-11-13,2021-02-12 23:59:59,"Bushnell Trophy Cam",50,1,"normal","no","trail/road",NA,-3,91,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0708","Bushnell","Bushnell",1,"normal",50,"no","trail/road",0.272752102013552,-1.25585656160572
"9","Andrea Weiler","2L_11_2020","2L_CAM18","2L_11_2020_CAM18",-56.795924,-27.244448,2020-11-13,2020-12-17 23:59:59,"Bushnell Trophy Cam",50,1,"normal","no","trail/road",NA,-3,34,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0708","Bushnell","Bushnell",1,"normal",50,"no","trail/road",0.272752102013495,-1.25585656160576
"10","Julieta Decarre","CHACO_08_2013","A1.A3_13","CHACO_08_2013_A1.A3_13",-61.66616698,-26.01872203,2013-08-20,2013-09-13 23:59:59,"Reconyx PC800 Hyperfire Professional IRTM",35,0,"high","no","none",NA,-3,24,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0210","Reconyx","Reconyx",0,"high",35,"no","none",-0.977580137486115,2.58985405325057
"11","Julieta Decarre","CHACO_08_2013","A1.AFS1_13","CHACO_08_2013_A1.AFS1_13",-61.70922196,-26.11405998,2013-10-26,2013-11-28 23:59:59,"Reconyx PC800 Hyperfire Professional IRTM",35,0,"high","no","none",NA,-3,33,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0210","Reconyx","Reconyx",0,"high",35,"no","none",-0.977580137485505,2.58985405325119
"12","Julieta Decarre","CHACO_08_2013","A1.F1_13","CHACO_08_2013_A1.F1_13",-61.66669001,-26.15273701,2013-11-28,2013-12-12 23:59:59,"Reconyx PC800 Hyperfire Professional IRTM",35,0,"high","no","none",NA,-3,14,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0210","Reconyx","Reconyx",0,"high",35,"no","none",-0.977580137485946,2.58985405325215
"13","Julieta Decarre","CHACO_08_2013","A1.F2_13","CHACO_08_2013_A1.F2_13",-61.65048502,-26.10582098,2013-09-13,2013-10-01 23:59:59,"Reconyx PC800 Hyperfire Professional IRTM",35,0,"high","no","none",NA,-3,18,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0210","Reconyx","Reconyx",0,"high",35,"no","none",-0.977580137485855,2.58985405325189
"14","Julieta Decarre","CHACO_08_2013","A1.F3_13","CHACO_08_2013_A1.F3_13",-61.70356904,-26.04965603,2013-08-20,2013-09-13 23:59:59,"Reconyx PC800 Hyperfire Professional IRTM",35,0,"high","no","none",NA,-3,24,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0210","Reconyx","Reconyx",0,"high",35,"no","none",-0.977580137485384,2.58985405325081
"15","Julieta Decarre","CHACO_08_2013","A1.FS1_13","CHACO_08_2013_A1.FS1_13",-61.70646398,-26.10953199,2013-08-20,2013-09-13 23:59:59,"Reconyx PC800 Hyperfire Professional IRTM",35,0,"high","no","none",NA,-3,24,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0210","Reconyx","Reconyx",0,"high",35,"no","none",-0.977580137485544,2.58985405325129
"16","Julieta Decarre","CHACO_08_2013","A1.FS2_13","CHACO_08_2013_A1.FS2_13",-61.70570701,-26.17948802,2013-10-01,2013-10-26 23:59:59,"Reconyx PC800 Hyperfire Professional IRTM",35,0,"high","no","none",NA,-3,25,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0210","Reconyx","Reconyx",0,"high",35,"no","none",-0.977580137485548,2.58985405325119
"17","Julieta Decarre","CHACO_08_2013","A1.FS3_13","CHACO_08_2013_A1.FS3_13",-61.68862,-26.01655698,2013-10-01,2013-10-20 23:59:59,"Reconyx PC800 Hyperfire Professional IRTM",35,0,"high","no","none",NA,-3,19,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0210","Reconyx","Reconyx",0,"high",35,"no","none",-0.977580137485292,2.58985405324977
"18","Julieta Decarre","CHACO_08_2013","A1.S1_13","CHACO_08_2013_A1.S1_13",-61.67582402,-26.100733,2013-11-28,2013-12-02 23:59:59,"Reconyx PC800 Hyperfire Professional IRTM",35,0,"high","no","none",NA,-3,4,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0210","Reconyx","Reconyx",0,"high",35,"no","none",-0.977580137485534,2.58985405325133
"19","Julieta Decarre","CHACO_08_2013","A1.S2_13","CHACO_08_2013_A1.S2_13",-61.68554904,-26.09563404,2013-11-28,2013-12-12 23:59:59,"Reconyx PC800 Hyperfire Professional IRTM",35,0,"high","no","none",NA,-3,14,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0210","Reconyx","Reconyx",0,"high",35,"no","none",-0.977580137485524,2.58985405325121
"20","Julieta Decarre","CHACO_08_2013","A1.S3_13","CHACO_08_2013_A1.S3_13",-61.66604402,-26.09478503,2013-08-20,2013-09-11 23:59:59,"Reconyx PC800 Hyperfire Professional IRTM",35,0,"high","no","none",NA,-3,22,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0210","Reconyx","Reconyx",0,"high",35,"no","none",-0.977580137485524,2.58985405325121
"21","Julieta Decarre","CHACO_08_2013","A1.S4_13","CHACO_08_2013_A1.S4_13",-61.661368,-26.17131097,2013-10-26,2013-11-28 23:59:59,"Reconyx PC800 Hyperfire Professional IRTM",35,0,"high","no","none",NA,-3,33,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0210","Reconyx","Reconyx",0,"high",35,"no","none",-0.977580137485524,2.58985405325121
"22","Julieta Decarre","CHACO_08_2013","A3.A1_13","CHACO_08_2013_A3.A1_13",-61.68368298,-26.31104501,2013-09-13,2013-10-02 23:59:59,"Reconyx PC800 Hyperfire Professional IRTM",35,0,"high","no","none",NA,-3,19,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0210","Reconyx","Reconyx",0,"high",35,"no","none",-0.977580137485524,2.58985405325121
"23","Julieta Decarre","CHACO_08_2013","A3.A2_13","CHACO_08_2013_A3.A2_13",-61.69875196,-26.31206601,2013-08-09,2013-08-20 23:59:59,"Reconyx PC800 Hyperfire Professional IRTM",35,0,"high","no","none",NA,-3,11,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0210","Reconyx","Reconyx",0,"high",35,"no","none",-0.977580137485524,2.58985405325121
"24","Julieta Decarre","CHACO_08_2013","A4.S2_13","CHACO_08_2013_A4.S2_13",-61.67256002,-26.40461203,2013-08-18,2013-09-12 23:59:59,"Reconyx PC800 Hyperfire Professional IRTM",35,0,"high","no","none",NA,-3,25,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0210","Reconyx","Reconyx",0,"high",35,"no","none",-0.977580137485524,2.58985405325121
"25","Julieta Decarre","CHACO_08_2013","A4.S3_13","CHACO_08_2013_A4.S3_13",-61.65562799,-26.40472996,2013-08-07,2013-08-18 23:59:59,"Reconyx PC800 Hyperfire Professional IRTM",35,0,"high","no","none",NA,-3,11,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands","NT0210","Reconyx","Reconyx",0,"high",35,"no","none",-0.977580137485524,2.58985405325121
"26","Alejandro Gonzalez","AK_2024","AK_CH1","AK_2024_CH1",-105.048022174956,19.5013324613686,2024-05-01,2024-07-18 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,78,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"27","Alejandro Gonzalez","AK_2024","AK_CH2","AK_2024_CH2",-105.037097879387,19.4890354066381,2024-04-29,2024-07-19 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,81,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"28","Alejandro Gonzalez","AK_2024","AK_CH3","AK_2024_CH3",-105.021244723348,19.5176316254707,2024-05-02,2024-07-16 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,75,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"29","Alejandro Gonzalez","AK_2024","AK_CH4","AK_2024_CH4",-105.033462615131,19.5131563755773,2024-05-02,2024-07-16 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,75,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"30","Alejandro Gonzalez","AK_2024","AK_CH5","AK_2024_CH5",-105.045746867263,19.5098189672052,2024-04-29,2024-07-18 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,80,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"31","Alejandro Gonzalez","AK_2024","AK_JvV3","AK_2024_JvV3",-105.338510666125,20.4256022596368,2024-05-03,2024-07-17 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,75,3,"Tropical & Subtropical Coniferous Forests","NT0310","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"32","Alejandro Gonzalez","AK_2024","AK_JyV1","AK_2024_JyV1",-105.313590832438,20.4175615574308,2024-05-02,2024-07-21 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,80,3,"Tropical & Subtropical Coniferous Forests","NT0310","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"33","Alejandro Gonzalez","AK_2024","AK_JyV2","AK_2024_JyV2",-105.31953068703,20.416132088238,2024-05-02,2024-07-21 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,80,3,"Tropical & Subtropical Coniferous Forests","NT0310","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"34","Alejandro Gonzalez","AK_2024","AK_JyV4","AK_2024_JyV4",-105.343327071268,20.4275898153194,2024-05-03,2024-06-26 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,54,3,"Tropical & Subtropical Coniferous Forests","NT0310","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"35","Alejandro Gonzalez","AK_2024","AK_JyV5","AK_2024_JyV5",-105.342598153539,20.4317388316812,2024-05-03,2024-07-17 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,75,3,"Tropical & Subtropical Coniferous Forests","NT0310","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"36","Alejandro Gonzalez","AK_2024","AK_MN1","AK_2024_MN1",-105.458308554341,21.7006697098373,2024-04-29,2024-08-12 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -7",-7,105,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0228","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"37","Alejandro Gonzalez","AK_2024","AK_MN3","AK_2024_MN3",-105.443480743748,21.7045678476324,2024-04-28,2024-07-22 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -7",-7,85,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0228","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"38","Alejandro Gonzalez","AK_2024","AK_MN4","AK_2024_MN4",-105.447452017798,21.6725472092924,2024-04-28,2024-07-24 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -7",-7,87,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0228","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"39","Alejandro Gonzalez","AK_2024","AK_MN5","AK_2024_MN5",-105.456308124278,21.7131792231864,2024-04-28,2024-07-24 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -7",-7,87,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0228","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"40","Alejandro Gonzalez","AK_2024","AK_MN6","AK_2024_MN6",-105.451385510242,21.6879226740958,2024-04-29,2024-07-24 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -7",-7,86,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0228","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"41","Alejandro Gonzalez","AK_2024","AK_SB1","AK_2024_SB1",-105.168201416588,21.4757406237981,2024-05-03,2024-07-04 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -7",-7,62,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"42","Alejandro Gonzalez","AK_2024","AK_SB2","AK_2024_SB2",-105.152999015272,21.4765593514128,2024-05-03,2024-07-04 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -7",-7,62,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"43","Alejandro Gonzalez","AK_2024","AK_SB3","AK_2024_SB3",-105.158935313933,21.5207715399378,2024-04-29,2024-07-04 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -7",-7,66,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"44","Alejandro Gonzalez","AK_2024","AK_SB4","AK_2024_SB4",-105.18710797413,21.5334727205907,2024-04-29,2024-07-04 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -7",-7,66,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"45","Alejandro Gonzalez","AK_2024","AK_SB5","AK_2024_SB5",-105.147853089225,21.5043198128964,2024-04-29,2024-07-04 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -7",-7,66,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"46","Alejandro Gonzalez","AK_2024","AK_SB6","AK_2024_SB6",-105.162956971532,21.4644157786025,2024-05-03,2024-06-17 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -7",-7,45,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"47","Alejandro Gonzalez","AK_2024","AK_SCT01","AK_2024_SCT01",-105.464683759684,20.2903843517684,2024-04-30,2024-07-11 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,72,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"48","Alejandro Gonzalez","AK_2024","AK_SCT02","AK_2024_SCT02",-105.444863186784,20.3153485465774,2024-04-30,2024-06-06 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,37,3,"Tropical & Subtropical Coniferous Forests","NT0310","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"49","Alejandro Gonzalez","AK_2024","AK_SCT03","AK_2024_SCT03",-105.429158938469,20.3171317588903,2024-04-30,2024-06-05 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,36,3,"Tropical & Subtropical Coniferous Forests","NT0310","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"50","Alejandro Gonzalez","AK_2024","AK_SCT04","AK_2024_SCT04",-105.422398846088,20.3039644236484,2024-04-30,2024-07-11 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,72,3,"Tropical & Subtropical Coniferous Forests","NT0310","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"51","Alejandro Gonzalez","AK_2024","AK_SCT05","AK_2024_SCT05",-105.379953041033,20.2978719029016,2024-05-01,2024-05-08 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,7,3,"Tropical & Subtropical Coniferous Forests","NT0310","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"52","Alejandro Gonzalez","AK_2024","AK_SCT06","AK_2024_SCT06",-105.400273410928,20.2703655210228,2024-05-01,2024-07-14 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,74,3,"Tropical & Subtropical Coniferous Forests","NT0310","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"53","Alejandro Gonzalez","AK_2024","AK_SCT07","AK_2024_SCT07",-105.470546951462,20.2751608281435,2024-05-01,2024-05-25 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,24,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"54","Alejandro Gonzalez","AK_2024","AK_SCT08","AK_2024_SCT08",-105.406173663049,20.2819454312369,2024-05-01,2024-07-15 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,75,3,"Tropical & Subtropical Coniferous Forests","NT0310","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"55","Alejandro Gonzalez","AK_2024","AK_SCT09","AK_2024_SCT09",-105.408017188211,20.2654680947439,2024-05-01,2024-07-13 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,73,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"56","Alejandro Gonzalez","AK_2024","AK_SCT10","AK_2024_SCT10",-105.455480992168,20.2480468527476,2024-05-02,2024-07-15 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,74,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"57","Alejandro Gonzalez","AK_2024","AK_SCT11","AK_2024_SCT11",-105.458403208982,20.258503169018,2024-05-02,2024-05-03 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,1,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"58","Alejandro Gonzalez","AK_2024","AK_SCT12","AK_2024_SCT12",-105.472155721889,20.2561534107982,2024-05-02,2024-05-04 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,2,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"59","Alejandro Gonzalez","AK_2024","AK_SCT13","AK_2024_SCT13",-105.423398400137,20.2169521228486,2024-05-03,2024-05-17 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,14,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"60","Alejandro Gonzalez","AK_2024","AK_SCT14","AK_2024_SCT14",-105.429072982153,20.2301674444783,2024-05-03,2024-05-04 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,1,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"61","Alejandro Gonzalez","AK_2024","AK_SCT15","AK_2024_SCT15",-105.410935000314,20.2316476090237,2024-05-03,2024-06-04 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,32,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"62","Alejandro Gonzalez","AK_2024","AK_SCT16","AK_2024_SCT16",-105.417423262467,20.21988514389,2024-05-03,2024-07-13 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,71,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"63","Alejandro Gonzalez","AK_2024","AK_SCT17","AK_2024_SCT17",-105.409116803563,20.2209709728486,2024-05-04,2024-07-13 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,70,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"64","Alejandro Gonzalez","AK_2024","AK_SCT18","AK_2024_SCT18",-105.396825939105,20.2288607509552,2024-05-06,2024-05-25 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,19,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"65","Alejandro Gonzalez","AK_2024","AK_SCT19","AK_2024_SCT19",-105.392976713122,20.2438244591591,2024-05-06,2024-07-08 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,63,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"66","Alejandro Gonzalez","AK_2024","AK_SCT20","AK_2024_SCT20",-105.442067809566,20.2449636692598,2024-05-06,2024-07-07 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,62,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"67","Alejandro Gonzalez","AK_2024","AK_SCT21","AK_2024_SCT21",-105.387118653343,20.2791783061288,2024-05-06,2024-05-14 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,8,3,"Tropical & Subtropical Coniferous Forests","NT0310","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"68","Alejandro Gonzalez","AK_2024","AK_SCT22","AK_2024_SCT22",-105.450759953478,20.2743182650044,2024-05-07,2024-07-11 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,65,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"69","Alejandro Gonzalez","AK_2024","AK_SCT23","AK_2024_SCT23",-105.43264079252,20.2912435632222,2024-05-07,2024-07-14 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -6",-6,68,3,"Tropical & Subtropical Coniferous Forests","NT0310","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"70","Alejandro Gonzalez","AK_2024","AK_SV1","AK_2024_SV1",-105.261244120047,20.9272287613896,2024-05-05,2024-07-24 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -7",-7,80,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"71","Alejandro Gonzalez","AK_2024","AK_SV2","AK_2024_SV2",-105.257198441722,20.9121814853025,2024-05-05,2024-06-02 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -7",-7,28,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"72","Alejandro Gonzalez","AK_2024","AK_SV3","AK_2024_SV3",-105.283344052081,20.9320908325793,2024-04-28,2024-07-24 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -7",-7,87,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"73","Alejandro Gonzalez","AK_2024","AK_SV5","AK_2024_SV5",-105.278809242302,20.9086146380956,2024-04-29,2024-07-07 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -7",-7,69,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
"74","Alejandro Gonzalez","AK_2024","AK_SV6","AK_2024_SV6",-105.300875053725,20.9167544669349,2024-04-29,2024-07-07 23:59:59,"Browning Attack",30,60,"normal","no","trail/road","UTC -7",-7,69,2,"Tropical & Subtropical Dry Broadleaf Forests","NT0217","Browning","Browning",60,"normal",30,"no","trail/road",0.231308231287816,-1.8398419242642
